4.275299804687500000e+03 1.649999976158142090e+00 1.631586194038391113e+00 3.682376623153686523e+00 -4.434039890766143799e-01 -8.271998167037963867e-02 -9.533298015594482422e-02 -3.259497880935668945e-02 -5.323454141616821289e-01 -3.113999962806701660e-01 -3.068870007991790771e-01 -2.804000079631805420e-01 -2.052000015974044800e-01 -3.738999962806701660e-01 -3.231999874114990234e-01 -2.854000031948089600e-01 -3.366999924182891846e-01 -4.519999921321868896e-01 -3.935999870300292969e-01 -3.797000050544738770e-01 -3.388999998569488525e-01 -3.810999989509582520e-01 -2.596000134944915771e-01 -1.843000054359436035e-01
4.206299804687500000e+03 1.480000019073486328e+00 1.785870671272277832e+00 3.634005069732666016e+00 -4.190270006656646729e-01 -1.148900091648101807e-01 -2.526630163192749023e-01 1.541501283645629883e-02 -5.049453973770141602e-01 -2.847000062465667725e-01 -2.910200059413909912e-01 -3.064999878406524658e-01 -2.460000067949295044e-01 -3.377999961376190186e-01 -5.146999955177307129e-01 -3.212000131607055664e-01 -2.727000117301940918e-01 -3.431999981403350830e-01 -3.671999871730804443e-01 -3.626999855041503906e-01 -2.398999929428100586e-01 -3.637999892234802246e-01 -2.791000008583068848e-01 -1.685999929904937744e-01
4.499399902343750000e+03 2.140000104904174805e+00 1.354908585548400879e+00 3.379691600799560547e+00 -2.094130069017410278e-01 -1.064000055193901062e-01 -1.552129983901977539e-01 -9.025499224662780762e-02 -3.135954141616821289e-01 -1.392000019550323486e-01 -1.461250036954879761e-01 -1.668999940156936646e-01 -1.635999977588653564e-01 -2.040999978780746460e-01 -2.930999994277954102e-01 -1.791000068187713623e-01 -1.877000033855438232e-01 -3.043999969959259033e-01 -2.310000061988830566e-01 -2.449000030755996704e-01 -4.025999903678894043e-01 -2.946000099182128906e-01 -2.241999953985214233e-01 -1.650000065565109253e-01
4.499200195312500000e+03 2.119999885559082031e+00 1.397944688796997070e+00 3.470872402191162109e+00 -2.735553681850433350e-01 -1.191600263118743896e-01 -3.960629999637603760e-01 -2.252550125122070312e-01 -2.632454037666320801e-01 -1.960999965667724609e-01 -1.946450173854827881e-01 -2.109999954700469971e-01 -2.064000070095062256e-01 -2.465000003576278687e-01 -3.107999861240386963e-01 -2.240000069141387939e-01 -2.479999959468841553e-01 -3.003999888896942139e-01 -2.822999954223632812e-01 -2.585999965667724609e-01 -3.851999938488006592e-01 -3.181000053882598877e-01 -2.489999979734420776e-01 -2.117999941110610962e-01
4.289500000000000000e+03 1.649999976158142090e+00 1.580447196960449219e+00 4.018089294433593750e+00 -5.467380285263061523e-01 -3.781900405883789062e-01 -3.982729911804199219e-01 -9.075498580932617188e-02 -6.453953981399536133e-01 -4.111999869346618652e-01 -4.269650280475616455e-01 -4.280999898910522461e-01 -2.485000044107437134e-01 -4.916999936103820801e-01 -7.099000215530395508e-01 -4.941999912261962891e-01 -4.749999940395355225e-01 -5.758000016212463379e-01 -5.286999940872192383e-01 -5.181999802589416504e-01 -5.950000286102294922e-01 -5.916000008583068848e-01 -4.943000078201293945e-01 -3.269999921321868896e-01
4.253299804687500000e+03 1.620000004768371582e+00 1.522789955139160156e+00 3.673832893371582031e+00 -3.478150069713592529e-01 -2.117000073194503784e-01 -2.490729987621307373e-01 5.867496132850646973e-02 -4.952954053878784180e-01 -2.639000117778778076e-01 -2.897150218486785889e-01 -3.361000120639801025e-01 -2.797000110149383545e-01 -3.409000039100646973e-01 -4.722000062465667725e-01 -3.621999919414520264e-01 -2.913999855518341064e-01 -3.801999986171722412e-01 -3.847999870777130127e-01 -3.436000049114227295e-01 -4.327000081539154053e-01 -3.903000056743621826e-01 -3.795000016689300537e-01 -1.620000004768371582e-01
4.517600097656250000e+03 2.089999914169311523e+00 1.488880991935729980e+00 3.570232152938842773e+00 -3.336519896984100342e-01 -1.696399897336959839e-01 -2.600130140781402588e-01 -1.436849832534790039e-01 -3.039853870868682861e-01 -2.444999963045120239e-01 -2.451369911432266235e-01 -2.574000060558319092e-01 -3.235000073909759521e-01 -2.648999989032745361e-01 -3.591000139713287354e-01 -2.574000060558319092e-01 -2.632000148296356201e-01 -3.373999893665313721e-01 -3.312999904155731201e-01 -2.985000014305114746e-01 -3.501000106334686279e-01 -3.610999882221221924e-01 -2.969999909400939941e-01 -2.404000014066696167e-01
4.471299804687500000e+03 2.119999885559082031e+00 1.422525286674499512e+00 3.245018482208251953e+00 -1.186700090765953064e-01 -6.012000888586044312e-02 -6.153301894664764404e-02 3.239449858665466309e-01 -2.282353937625885010e-01 -1.750000007450580597e-02 -6.971500813961029053e-02 -1.498000025749206543e-01 -3.799999877810478210e-02 -1.124999970197677612e-01 -1.588999927043914795e-01 -9.920000284910202026e-02 -6.899999827146530151e-02 -1.631000041961669922e-01 -1.631000041961669922e-01 -1.748999953269958496e-01 -3.700999915599822998e-01 -1.911000013351440430e-01 -1.770000010728836060e-01 -1.127000004053115845e-01
4.153899902343750000e+03 1.629999995231628418e+00 1.548317432403564453e+00 2.903328895568847656e+00 2.859509922564029694e-02 3.125570118427276611e-01 1.074669882655143738e-01 -7.259800285100936890e-02 -7.014261931180953979e-02 4.780000075697898865e-02 4.807099699974060059e-02 4.270000010728836060e-02 3.500000014901161194e-02 -3.009999915957450867e-02 3.849999979138374329e-02 -1.960000023245811462e-02 -2.660000026226043701e-01 2.390000037848949432e-02 1.439999975264072418e-02 3.220000118017196655e-02 -1.250000018626451492e-02 1.796000003814697266e-01 8.039999753236770630e-02 1.495999991893768311e-01
4.336500000000000000e+03 1.750000000000000000e+00 1.650707006454467773e+00 3.572049617767333984e+00 -3.280619978904724121e-01 -1.689199954271316528e-01 -2.038329839706420898e-01 7.145017385482788086e-03 -5.038254261016845703e-01 -3.043000102043151855e-01 -2.550919950008392334e-01 -2.515000104904174805e-01 -2.639999985694885254e-01 -3.377999961376190186e-01 -3.440999984741210938e-01 -2.948000133037567139e-01 -3.325999975204467773e-01 -4.248999953269958496e-01 -3.386999964714050293e-01 -2.678999900817871094e-01 -3.145000040531158447e-01 -3.244999945163726807e-01 -2.111999988555908203e-01 -1.509000062942504883e-01
