4.591388671875000000e+03 2.415559053421020508e+00 -6.688833236694335938e-02 1.339368820190429688e+00 7.710214138031005859e+00 -1.618352127075191049e-01 4.574769973754921892e-02 -2.189931869506800410e-02 1.519339942932127485e-01 -2.730199813842748569e-02 -1.639230918884280186e-01 8.283920288086221717e-03 -3.820434570312514211e-02 -9.942048102693570866e-02 4.704088533905023128e-01 9.948368072509872206e-03 -2.154882431030280543e-02 -7.711242013996490174e-02 7.587588100877440400e-02 -1.362763675503081973e-01 -2.104894554812146157e-01 -2.280058599790684426e-01 4.400333404541001414e-02 1.068392562866211648e-01 -1.020397020563565960e-01 -1.146170043945313743e-01 1.305442345464850884e-02 -6.366664886474604490e-02
4.674343750000000000e+03 2.974642276763916016e+00 2.169976234436035156e-01 1.290117621421813965e+00 6.445118427276611328e+00 3.538422393798832388e-01 4.653353118896488283e-01 3.099812507629398084e-01 5.784052276611326704e-01 3.079197692871096237e-01 2.323529052734372158e-01 2.363737297058108311e-01 3.742206954956053266e-01 2.918918058785510139e-01 5.387523269653318181e-01 2.757469367980958097e-01 3.969988059997557883e-01 2.714431785545556308e-01 3.882087783902711253e-01 4.681667220459536094e-01 2.049458587045292213e-01 5.347934722900404836e-02 1.650146761835341869e-01 4.730327606201178980e-02 1.221842956542968928e-01 2.435849761962889382e-01 2.291125106811524592e-01 2.027861404418945801e-01
4.689768554687500000e+03 2.338387727737426758e+00 -1.966423988342285156e-01 1.281566858291625977e+00 8.461903572082519531e+00 -7.617237091064410492e-02 -6.076055526733359358e-02 -1.631995201110836291e-01 8.348789215087748516e-03 -4.715559005737279819e-02 -1.156547737121584873e-01 -2.877456474304196377e-01 -1.607696151733399859e-01 -2.141048937873489821e-01 6.269085502624509587e-01 -2.140525627136229403e-01 -2.704377937316895242e-01 -2.574405572164151224e-01 -2.597796418169770472e-02 1.374667024172737673e-02 -2.744479057117796272e-01 -2.585247421264647016e-01 -2.158319091796876421e-01 1.421995925903321023e-01 -1.368021495842754454e-01 -3.247982406616212181e-01 -7.389326294723193300e-02 -1.456168365478515137e-01
5.080158691406250000e+03 2.737243175506591797e+00 -9.024810791015625000e-02 1.128522634506225586e+00 8.033496856689453125e+00 -2.448516082763667612e-01 1.441912078857425783e-01 -5.848035812377894160e-02 -4.748645782470717336e-02 -6.850883483886693881e-02 4.993408203124971578e-02 -3.377120971679659078e-02 -9.876934051513686086e-02 -1.748957903947008508e-02 3.838111596092197431e-02 -3.301513671874989342e-02 -7.527835845947272730e-02 -2.094333391630653907e-01 1.977024961679833825e-02 -1.525195069162506578e-01 -1.277552108943834641e-01 2.102741820097992487e-01 -3.412673950195310724e-02 4.066716003417969461e-01 6.089421448870449560e-02 -1.082884216308594993e-01 1.972280734210790643e-01 -8.472282409667963865e-02
4.760133300781250000e+03 2.563250780105590820e+00 -5.070266723632812500e-01 1.244974493980407715e+00 7.585730552673339844e+00 5.129192352294964508e-02 -4.088945960998531248e-01 -3.041454315185543322e-01 -1.479474639892579546e-01 -3.960559082031247513e-01 -3.224199485778811436e-01 -4.334785270690915127e-01 -3.596698379516602984e-01 -2.510973023314284625e-01 9.386516571044900559e-02 -4.966248321533202059e-01 -5.994540023803711648e-01 -3.852259445190426845e-01 -4.425172119840250495e-01 -4.180848250255710941e-01 -3.825554257727136198e-01 -5.804252609372971827e-01 -5.447481480802635057e-01 -6.774300765991210227e-01 -4.124661283307458626e-01 -6.809736633300782493e-01 -1.004906845092772283e-01 -2.784379196166991699e-01
4.785585449218750000e+03 2.342041730880737305e+00 -4.222669601440429688e-01 1.232713937759399414e+00 6.527285575866699219e+00 -8.688690185546832367e-02 -2.599859809875484373e-01 -3.200894355773922229e-01 -2.302290534973145952e-01 -2.467190933227536576e-01 -3.639553260803225498e-01 -4.181601333618161220e-01 -3.874570465087892046e-01 -3.176624796348513358e-01 -2.897436523437502132e-01 -4.625219154357909090e-01 -4.129448699951172586e-01 -5.006892803972213812e-01 -3.688828152694211826e-01 -4.416100835192720009e-01 -1.738001567431259886e-01 -4.264702825078764969e-01 -5.484605661079243744e-01 -5.056659698486321020e-02 -3.524664560086012144e-01 -4.860197448730469993e-01 -1.558522597933164611e-01 -2.468970489501952637e-01
4.544060058593750000e+03 2.623967170715332031e+00 2.083778381347656250e-04 1.369934439659118652e+00 6.262061595916748047e+00 1.938042449951176138e-01 1.485065841674808595e-01 9.642162322998082402e-02 3.363746070861814985e-01 1.707647132873537643e-01 -2.899295806884794047e-02 1.639253616333036234e-02 1.031034851074217329e-01 4.607016028032872440e-02 6.910335314450941624e-01 6.330930709838877846e-02 4.720134735107350821e-03 6.735611873831723329e-02 1.608918812144906063e-01 1.307260399508931303e-01 -1.090985155077860841e-01 2.562633514404311086e-02 4.982397258778344801e-02 -1.063327026367186789e-01 -6.463998244647453650e-02 3.477512359619128191e-02 6.650925193896358723e-01 4.756324768066411135e-02
4.572777832031250000e+03 2.359787702560424805e+00 9.796285629272460938e-02 1.351174235343933105e+00 7.037149429321289062e+00 2.332873153686527701e-01 2.787613296508792970e-01 1.615704536437991834e-01 3.762248420715330610e-01 2.080180931091311081e-01 1.350333023071286220e-01 1.903536987304690342e-01 1.046675109863279829e-01 1.106425608864253785e-01 3.589308357238767400e-01 1.794000816345215910e-01 2.962664794921874289e-01 1.547431558497277537e-01 4.526541446883038389e-01 2.500412241944700575e-01 1.025342154403225542e-01 1.348306274414063921e-01 9.598758237511675895e-03 2.309361267089844461e-01 -5.095468065267325097e-03 5.909477233886706316e-02 1.519316482543946467e-01 6.197231292724614260e-02
4.902529785156250000e+03 2.444283723831176758e+00 -3.676862716674804688e-01 1.183041334152221680e+00 5.962833404541015625e+00 -1.713576507568355112e-01 -3.645802116394039061e-01 -2.329159736633297229e-01 -2.465912437438966265e-01 -2.735211563110349076e-01 -3.220518302917483311e-01 -2.605845260620114345e-01 -3.085404968261720171e-01 -2.717824794100955343e-01 -3.215734863281252132e-01 -4.412277984619139559e-01 -4.408980178833008523e-01 -4.733542040120006789e-01 -3.608472231914539030e-01 -3.892216088379430450e-01 -1.305504626774059707e-01 -3.673140294574036568e-01 -5.804486846923828658e-01 5.492980957031257105e-02 -4.864684390457399976e-01 -6.163059616088868431e-01 -1.463164131970217385e-01 -2.714122009277343262e-01
4.970543945312500000e+03 2.894613027572631836e+00 1.569776535034179688e-01 1.159183859825134277e+00 6.451604366302490234e+00 4.054527282715270076e-03 3.300871276855472658e-01 1.222280502319339490e-01 2.507851982116697798e-01 1.498077201843264206e-01 1.546494293212887783e-01 2.482956123352053623e-01 1.264055633544920454e-01 1.658766579451154966e-01 2.178347206115720525e-01 2.528463554382325285e-01 2.740277481079100852e-01 5.899641168095698385e-02 2.416021471882311422e-01 1.711489599768247494e-01 1.413964233538028692e-02 3.126460647583009234e-01 3.367889785766600141e-01 3.812418746948242898e-01 7.703674918448256970e-02 6.799064636230456316e-02 2.813480053516432822e-01 3.279846191406254885e-02
