1.131193848670403457e-01 1.424659488495630122e-01
-9.736978092103518723e-01 3.643332843173099356e-01
1.816671927065538705e+00 -8.677647342875535741e-02
5.547952780107436865e-01 -3.435025113165807165e-01
1.865793524214920618e+00 2.953124712767945526e-01
-1.020559290529388319e+00 1.218210384479697095e-01
3.256172252345258533e-01 -2.110130592815850914e-01
1.777343866039956533e+00 -1.452438177975585720e-01
9.183316260997661518e-01 3.518966429021060938e-01
-5.863055889066737247e-01 9.623068472073615931e-01
7.402247729240135632e-01 7.538079677221066754e-01
9.561779529937551869e-01 6.778438064158956999e-01
-9.207177866770500652e-01 1.190108957182764715e-01
4.897623340076321385e-01 8.746943454213899072e-01
4.143976701878521740e-01 6.449804788845020509e-03
1.035570334856155128e+00 -4.564698222850207543e-01
5.017849267525121837e-01 7.536806383507520524e-01
7.874511901536196401e-01 4.604334633623260453e-01
-4.467804145291451867e-01 8.038938719833161883e-01
1.233625363920080931e+00 -5.502613978829536956e-01
1.030608364123735798e+00 -3.849748699099820870e-01
2.086874652446625067e+00 4.407180279437571402e-01
-1.931818417932927856e-01 9.078202547318958704e-01
1.754937095778649758e-01 -1.607309478305594952e-01
7.518171689656745205e-01 -4.836822134791647354e-01
8.549796911886431428e-01 8.963586953081615905e-01
1.765193108254673238e+00 1.744605004916638391e-01
9.606803714533109773e-01 -4.361887732917891225e-01
8.797072078842087528e-01 7.771380561230482875e-02
1.568052855903913079e+00 -3.023884014514037211e-01
-6.546338109299371100e-01 9.352805973412584573e-01
3.666315228678675986e-01 -1.121939935745368544e-01
1.734483951930227308e+00 -1.180436249593594250e-01
1.491676093556764671e-01 5.510110602378328615e-01
-1.173134742291587554e-02 1.033702414665386149e+00
2.578860077795551708e-01 -3.647193412010703295e-02
1.427447663433528469e+00 -1.820636893931603384e-01
2.407636857614870451e-01 1.009374050091817798e+00
1.328385699233035178e+00 -5.058296208434515107e-01
1.184058451268207302e+00 1.792253756465906900e-01
1.029760345922833276e+00 3.468654876283206456e-01
-2.316638535299229279e-02 2.132373610520630902e-01
-8.201803755993326561e-01 7.609723353183022176e-01
6.646560671285363098e-01 9.994929471429710999e-01
5.993589061207319491e-01 -4.909519762825133027e-01
7.278572789731602155e-01 -4.850742887347769261e-01
-8.927676347333679541e-01 4.515844415600189787e-01
-7.714989168492149274e-02 8.971540710636402016e-01
3.955627650883044022e-01 1.017466387877740797e+00
-1.616059326423857356e-01 1.017339235929465735e+00
-5.936241062731649754e-01 6.567990140326561699e-01
7.360805808412596019e-01 8.357805601908188109e-01
7.185864001948416568e-01 7.585239523836262432e-01
2.419105449779742345e-01 1.105201035638728291e+00
-4.270031523840221443e-01 7.786432316672566856e-01
5.708335143868235872e-02 1.731581772463272606e-01
4.220541680729911205e-02 2.374623883908944313e-02
5.691728829046218685e-01 8.539006265682856922e-01
1.874287150196830565e-01 1.140629045200613811e+00
8.616249584980768539e-01 5.709751606091704179e-01
3.627357014933495494e-01 8.221348288935648174e-01
9.057150571924926785e-01 -4.976970197829399395e-03
1.887202874173079747e+00 2.201867701883171435e-01
-7.383850936219887862e-02 1.082074337103751560e+00
-9.210567967497174102e-01 6.518105142799512919e-02
